12.00000	0.00000
11.99979	0.00000
11.99957	0.00000
11.99936	0.00000
11.99915	0.00000
11.99893	0.00000
11.99872	0.00000
11.99850	0.00000
11.99829	0.00000
11.99808	0.00000
11.99786	0.00000
11.99765	0.00000
11.99744	0.00000
11.99722	0.00000
11.99701	0.00000
11.99680	0.00000
11.99658	0.00000
11.99637	0.00000
11.99615	0.00000
11.99594	0.00000
11.99573	0.00000
11.99551	0.00000
11.99530	0.00000
11.99509	0.00000
11.99487	0.00000
11.99466	0.00000
11.99445	0.00000
11.99423	0.00000
11.99402	0.00000
11.99380	0.00000
11.99359	0.00000
11.99338	0.00000
11.99316	0.00000
11.99295	0.00000
11.99274	0.00000
11.99252	0.00000
11.99231	0.00000
11.99210	0.00000
11.99188	0.00000
11.99167	0.00000
11.99146	0.00000
11.99124	0.00000
11.99103	0.00000
11.99081	0.00000
11.99060	0.00000
11.99039	0.00000
11.99017	0.00000
11.98996	0.00000
11.98975	0.00000
11.98953	0.00000
11.98932	0.00000
11.98911	0.00000
11.98889	0.00000
11.98868	0.00000
11.98846	0.00000
11.98825	0.00000
11.98804	0.00000
11.98782	0.00000
11.98761	0.00000
11.98740	0.00000
11.98718	0.00000
11.98697	0.00000
11.98676	0.00000
11.98654	0.00000
11.98633	0.00000
11.98611	0.00000
11.98590	0.00000
11.98569	0.00000
11.98547	0.00000
11.98526	0.00000
11.98505	0.00000
11.98483	0.00000
11.98462	0.00000
11.98441	0.00000
11.98419	0.00000
11.98398	0.00000
11.98376	0.00000
11.98355	0.00000
11.98334	0.00000
11.98312	0.00000
11.98291	0.00000
11.98270	0.00000
11.98248	0.00000
11.98227	0.00000
11.98206	0.00000
11.98184	0.00000
11.98163	0.00000
11.98141	0.00000
11.98120	0.00000
11.98099	0.00000
11.98077	0.00000
11.98056	0.00000
11.98035	0.00000
11.98013	0.00000
11.97992	0.00000
11.97971	0.00000
11.97949	0.00000
11.97928	0.00000
11.97906	0.00000
11.97885	0.00000
11.97864	0.00000
11.97842	0.00000
11.97821	0.00000
11.97800	0.00000
11.97778	0.00000
11.97757	0.00000
11.97736	0.00000
11.97714	0.00000
11.97693	0.00000
11.97672	0.00000
11.97650	0.00000
11.97629	0.00000
11.97607	0.00000
11.97586	0.00000
11.97565	0.00000
11.97543	0.00000
11.97522	0.00000
11.97501	0.00000
11.97479	0.00000
11.97458	0.00000
11.97437	0.00000
11.97415	0.00000
11.97394	0.00000
11.97372	0.00000
11.97351	0.00000
11.97330	0.00000
11.97308	0.00000
11.97287	0.00000
11.97266	0.00000
11.97244	0.00000
11.97223	0.00000
11.97202	0.00000
11.97180	0.00000
11.97159	0.00000
11.97137	0.00000
11.97116	0.00000
11.97095	0.00000
11.97073	0.00000
11.97052	0.00000
11.97031	0.00000
11.97009	0.00000
11.96988	0.00000
11.96967	0.00000
11.96945	0.00000
11.96924	0.00000
11.96902	0.00000
11.96881	0.00000
11.96860	0.00000
11.96838	0.00000
11.96817	0.00000
11.96796	0.00000
11.96774	0.00000
11.96753	0.00000
11.96731	0.00000
11.96710	0.00000
11.96689	0.00000
11.96667	0.00000
11.96646	0.00000
11.96625	0.00000
11.96603	0.00000
11.96582	0.00000
11.96561	0.00000
11.96539	0.00000
11.96518	0.00000
11.96496	0.00000
11.96475	0.00000
11.96454	0.00000
11.96432	0.00000
11.96411	0.00000
11.96390	0.00000
11.96368	0.00000
11.96347	0.00000
11.96326	0.00000
11.96304	0.00000
11.96283	0.00000
11.96262	0.00000
11.96240	0.00000
11.96219	0.00000
11.96197	0.00000
11.96176	0.00000
11.96155	0.00000
11.96133	0.00000
11.96112	0.00000
11.96091	0.00000
11.96069	0.00000
11.96048	0.00000
11.96027	0.00000
11.96005	0.00000
11.95984	0.00000
11.95962	0.00000
11.95941	0.00000
11.95920	0.00000
11.95898	0.00000
11.95877	0.00000
11.95856	0.00000
11.95834	0.00000
11.95813	0.00000
11.95792	0.00000
11.95770	0.00000
11.95749	0.00000
11.95727	0.00000
11.95706	0.00000
11.95685	0.00000
11.95663	0.00000
11.95642	0.00000
11.95621	0.00000
11.95599	0.00000
11.95578	0.00000
11.95557	0.00000
11.95535	0.00000
11.95514	0.00000
11.95492	0.00000
11.95471	0.00000
11.95450	0.00000
11.95428	0.00000
11.95407	0.00000
11.95386	0.00000
11.95364	0.00000
11.95343	0.00000
11.95322	0.00000
11.95300	0.00000
11.95279	0.00000
11.95257	0.00000
11.95236	0.00000
11.95215	0.00000
11.95193	0.00000
11.95172	0.00000
11.95151	0.00000
11.95129	0.00000
11.95108	0.00000
11.95087	0.00000
11.95065	0.00000
11.95044	0.00000
11.95022	0.00000
11.95001	0.00000
11.94980	0.00000
11.94958	0.00000
11.94937	0.00000
11.94916	0.00000
11.94894	0.00000
11.94873	0.00000
11.94852	0.00000
11.94830	0.00000
11.94809	0.00000
11.94788	0.00000
11.94766	0.00000
11.94745	0.00000
11.94723	0.00000
11.94702	0.00000
11.94681	0.00000
11.94659	0.00000
11.94638	0.00000
11.94617	0.00000
11.94595	0.00000
11.94574	0.00000
11.94553	0.00000
11.94531	0.00000
11.94510	0.00000
11.94488	0.00000
11.94467	0.00000
11.94446	0.00000
11.94424	0.00000
11.94403	0.00000
11.94382	0.00000
11.94360	0.00000
11.94339	0.00000
11.94318	0.00000
11.94296	0.00000
11.94275	0.00000
11.94253	0.00000
11.94232	0.00000
11.94211	0.00000
11.94189	0.00000
11.94168	0.00000
11.94147	0.00000
11.94125	0.00000
11.94104	0.00000
11.94083	0.00000
11.94061	0.00000
11.94040	0.00000
11.94018	0.00000
11.93997	0.00000
11.93976	0.00000
11.93954	0.00000
11.93933	0.00000
11.93912	0.00000
11.93890	0.00000
11.93869	0.00000
11.93848	0.00000
11.93826	0.00000
11.93805	0.00000
11.93783	0.00000
11.93762	0.00000
11.93741	0.00000
11.93719	0.00000
11.93698	0.00000
11.93677	0.00000
11.93655	0.00000
11.93634	0.00000
11.93613	0.00000
11.93591	0.00000
11.93570	0.00000
11.93548	0.00000
11.93527	0.00000
11.93506	0.00000
11.93484	0.00000
11.93463	0.00000
11.93442	0.00000
11.93420	0.00000
11.93399	0.00000
11.93378	0.00000
11.93356	0.00000
11.93335	0.00000
11.93314	0.00000
11.93292	0.00000
